sample_id,z0,z1,z2,z3,z4,z5,z6,z7,mgs_level
411,0.0043083914,0.010308638,0.0023961328,-0.00564339,0.009983221,-0.007763421,0.007064417,0.0019603483,MGS4
416,-0.002054561,0.008605003,0.003758695,-0.0075101145,-0.008988434,0.0002307538,-0.0044443384,-0.010627124,MGS4
417,0.006767992,-0.004953027,-0.00082863495,-9.9707395e-05,-0.007576151,0.0073245857,-0.0063359365,-0.007443566,MGS4
419,0.004316259,-0.0101608485,0.007077124,-0.017742164,-0.0006096456,0.0062707607,0.0025965124,-0.0040315352,MGS4
420,0.014499094,-0.012132496,-0.0047283582,-0.0040427037,-0.012373624,-0.0020718332,-0.010979839,0.0066651963,MGS4
428,0.00013666227,0.01619573,0.08859269,-0.036366723,0.01599964,0.006810421,-0.015595362,-0.062485445,MGS4
437,-0.01086336,-0.004217133,-0.004596524,0.00087206066,-0.009034151,-0.001746757,0.0017234236,-0.0009894557,MGS4
451,-0.008084584,-0.014362924,0.0027880324,-0.0026513077,-0.0038700886,0.007150689,-0.009368025,0.020000499,MGS4
459,-0.0039062463,0.0042268336,0.007426869,0.0049828663,-0.0046585556,0.0007211771,0.008970469,0.0005280189,MGS4
473,-0.016547207,0.0078637,0.0027686916,0.0055374503,0.0005465094,0.019228557,-0.010649517,0.006788533,MGS4
477,-0.0011046454,0.0025316551,-0.007914962,0.0024261605,-0.011161214,0.002402695,-0.00063049793,-0.003923591,MGS4
484,-0.013083424,-0.0028410405,0.0026009642,-0.0074722394,-0.0005800072,0.0036217216,0.0031760782,-0.0032920204,MGS4
497,0.016526181,0.010760114,0.0052916966,-0.016520657,0.009011634,-0.010281941,0.0023921877,-0.021396156,MGS4
509,0.008314576,0.028356649,-0.012936655,-0.0033046156,0.0026209895,-0.0101822745,0.007072732,0.017069776,MGS4
515,0.0028266497,0.009436861,0.016103666,-0.028532378,-0.008783659,-0.00719524,-0.007075563,0.0035678782,MGS4
516,0.0062613077,-0.005222127,0.010297801,-0.0067747757,-0.007225191,0.015710318,-0.016710922,-0.028746638,MGS4
521,-0.0067909174,-0.0020097345,0.0052249767,0.003503032,-0.003468519,0.0074871723,0.0067337006,-0.009120155,MGS4
523,0.001932431,0.011795953,0.040574443,-0.009580992,0.008954609,-0.0045083817,0.0014006644,-0.023455042,MGS4
