"gene","frequency"
"STIM2",1
"STK25",1
"STOX2",1
"STRAP",1
"STUB1",1
"STX17",1
"STX6",1
"SUB1",1
"SUCLG1",1
"SUGP1",1
"SUGP2",1
"SUMF2",1
"SUMO2",1
"SUPT5H",1
"SUPT6H",1
"SUZ12",1
"SYBU",1
"SYNCRIP",1
"SYNGAP1",1
"SYNGR1",1
"SYNJ2BP",1
"SYT7",1
"TAF2",1
"TAF6L",1
"TANC2",1
"TBC1D1",1
"TBC1D10B",1
"TBC1D12",1
"TBC1D9B",1
"TBCA",1
"TCEA2",1
"TCERG1",1
"TECPR1",1
"TECPR2",1
"TERF1",1
"TESK1",1
"TFIP11",1
"TGFB2",1
"TGOLN2",1
"THOC7",1
"THRA",1
"THSD7A",1
"THUMPD1",1
"THUMPD3",1
"TIMM50",1
"TIMMDC1",1
"TK2",1
"TM9SF2",1
"TMA7",1
"TMCC1",1
"TMED2",1
"TMED7",1
"TMEM138",1
"TMEM184B",1
"TMEM219",1
"TMEM222",1
"TMEM230",1
"TMEM231",1
"TMEM259",1
"TMEM33",1
"TMF1",1
"TMPO",1
"TMUB2",1
"TNPO2",1
"TOP3A",1
"TOR1A",1
"TOR3A",1
"TOX",1
"TPD52L2",1
"TRA2B",1
"TRAF3",1
"TRAPPC10",1
"TRIM23",1
"TRIP12",1
"TRRAP",1
"TSG101",1
"TSN",1
"TTC26",1
"TTC31",1
"TTC7A",1
"TTI2",1
"TUB",1
"TUG1",1
"TUSC2",1
"TXN2",1
"UBA3",1
"UBAC1",1
"UBAP1",1
"UBE2A",1
"UBE2D3",1
"UBE2E2",1
"UBE2G1",1
"UBE2Q1",1
"UBE2Z",1
"UBE4A",1
"UBN2",1
"UBQLN1",1
"UBR1",1
"UBR7",1
"UBXN1",1
"UBXN4",1
"UBXN7",1
"UCHL5",1
"UCK1",1
"UCKL1",1
"UFC1",1
"UFM1",1
"UNC50",1
"URGCP",1
"USP16",1
"USP34",1
"USP46",1
"USP7",1
"UTP4",1
"UTP6",1
"UVRAG",1
"VCP",1
"VDAC2",1
"VDAC3",1
"VMP1",1
"VPS11",1
"VPS13A",1
"VPS26A",1
"VPS28",1
"VPS36",1
"VPS37A",1
"VPS39",1
"VPS4A",1
"VPS72",1
"VPS9D1",1
"VWA8",1
"WDFY1",1
"WDR26",1
"WDR41",1
"WDR47",1
"WDR7",1
"WHSC1",1
"WRNIP1",1
"XAB2",1
"XRCC5",1
"YIPF3",1
"YTHDC1",1
"YTHDF1",1
"YWHAG",1
"YWHAQ",1
"ZBED1",1
"ZBED5",1
"ZBTB37",1
"ZC3H10",1
"ZC3H12C",1
"ZCCHC2",1
"ZCCHC9",1
"ZDHHC3",1
"ZFAND3",1
"ZFC3H1",1
"ZFP41",1
"ZFYVE27",1
"ZFYVE9",1
"ZNF143",1
"ZNF182",1
"ZNF251",1
"ZNF385A",1
"ZNF445",1
"ZNF462",1
"ZNF507",1
"ZNF512",1
"ZNF521",1
"ZNF542P",1
"ZNF596",1
"ZNF606",1
"ZNF654",1
"ZNF667",1
